id,lot_id,number,name,category,description
RM6378.1c.J3,RM6378.1c,J3,General waste,J,"Collection, storage and removal of general waste from the buyers premise"
RM6378.1c.J4,RM6378.1c,J4,Recycled Waste and Waste for Re-use,J,Collection and removal of all recyclable waste and waste suitable for re-use from the buyers premise
RM6378.1c.J5,RM6378.1c,J5,Sanitary Waste,J,Disposal of sanitary waste and provision of suitable receptacles
RM6378.1c.J6,RM6378.1c,J6,Hazardous Waste,J,"Collection, transportation, treatment and disposal of hazardous waste"
RM6378.1c.J7,RM6378.1c,J7,Additional Waste Services,J,"Provision of additional waste services, including but not limited to , clinical waste, radioactive/radiological waste, specialist waste destruction services, Barcoding / Radio Frequency Identification (RFID) and Management of on-site bulk waste storage areas"
RM6378.1c.K1,RM6378.1c,K1,End-User Accommodation Services,K,"Responsibility for the planning, preparation, designation, management and servicing of the End Users accommodation requirements"
RM6378.1c.K2,RM6378.1c,K2,Management and Control of Ranges and Training Areas (MCRT) and specialist FM services (including the Operation of a Bidding and Allocation Management (BAMS) system),K,"Responsibility for the management, maintenance and control of ranges, training areas and training facilities"
RM6378.1c.K3,RM6378.1c,K3,Training Areas and Ranges Operation and Management (TAROM) Services and the provision of a service for Targets deployed overseas,K,"Provide, manage and operate ranges, training areas and training facilities"
RM6378.1c.K4,RM6378.1c,K4,Rural Estate Maintenance (REM) Services,K,Managing and maintenance of rural estates
RM6378.1c.K5,RM6378.1c,K5,Land Management Service (LMS),K,"Deliver comprehensive Land Management Services, for example Valuation and Negotiation of land"
RM6378.1c.L1,RM6378.1c,L1,Applications and Allocations Services,L,Provide a professionally managed Accommodation occupancy and property management services
RM6378.1c.L2,RM6378.1c,L2,Occupancy Management,L,Administer and manage occupancy charging
RM6378.1c.L3,RM6378.1c,L3,Rental Services,L,Provide a Property Rental Service for the private rental of Buyer Premises
RM6378.1c.L4,RM6378.1c,L4,Emergency Accommodation,L,Provide emergency accommodation when a property has non-habitable faults
RM6378.1c.L5,RM6378.1c,L5,Occupation Management,L,Provide an Occupation Management service for the Buyer's Premises
RM6378.1c.L6,RM6378.1c,L6,Housing Stock Management,L,Management of housing stock including for example condition reporting and void management
RM6378.1c.L7,RM6378.1c,L7,Accommodation Stores Service,L,Provide an accommodation stores (AS) service to service families accommodation (SFA)
RM6378.1c.L8,RM6378.1c,L8,Special Need or Disability Adaptions,L,Managing property modifications or adaptations linked to a special need or disability of the occupant
RM6378.1c.L9,RM6378.1c,L9,Third Party Claims,L,Act on behalf of the Buyer and carry out all necessary actions to complete a claim on a third-party
RM6378.1c.L10,RM6378.1c,L10,Customer Service Centre,L,"Provide a customer service centre for all applications, allocations and occupancy management services"
RM6378.1c.L11,RM6378.1c,L11,Professional Property Advice and Management Service,L,Provide a professional property advice and management Service
RM6378.1c.L12,RM6378.1c,L12,Property Maintenance Support Desk Services,L,Provide a property maintenance support desk service
RM6378.1c.L13,RM6378.1c,L13,Accommodation Compliance Services,L,Manage activities relating to accommodation compliance
RM6378.1c.L14,RM6378.1c,L14,Accommodation Maintenance Services,L,Provide vacant/unoccupied property preparation and management services
RM6378.1c.M2,RM6378.1c,M2,Hard / Soft FM CAFM Requirements,M,"CAFM system and associated software required to deliver Hard/Soft FM services, aligned to asset requirements and SFG20"
RM6378.1c.N1,RM6378.1c,N1,Helpdesk Services,N,"Fully staffed, supervised helpdesk service for all FM related service requests and fault reporting"
RM6378.1c.O1,RM6378.1c,O1,Security Officer Services,O,"Provision of a security officer services at the internal, external and/or locations specified by the buyer"
RM6378.1c.O2,RM6378.1c,O2,Video Surveillance Systems (VSS) and Alarm Monitoring,O,"Operating Video Surveillance Systems (VSS) on the buyers premises, monitoring activity, and providing evidence of footage where necessary"
RM6378.1c.O3,RM6378.1c,O3,Control of Access and Security Passes,O,"Managing the control of access and security passes, pass production, and managing a log of staff and visitors"
RM6378.1c.O4,RM6378.1c,O4,Control of Access - Vehicles,O,"Managing the control of access and security passes for vehicles, pass production, and vehicles logs"
RM6378.1c.O5,RM6378.1c,O5,Patrolling Services,O,"Provision of Internal and external security guarding patrols, and alarm responses"
RM6378.1c.O6,RM6378.1c,O6,Management of Visitors and Passes,O,"Managing, producing and issuing visitor passes"
RM6378.1c.O7,RM6378.1c,O7,Additional Security Officer Services,O,"Additional security services for specific sites with particular requirements, for example, court or prison security officers, transporting prisoners or detainees or Cash and valuables in transit"
RM6378.1c.O8,RM6378.1c,O8,Key Holding,O,A professional key holding service - custodian of building access keys and alarm system codes. Compliance with security industry authority
RM6378.2a.C1,RM6378.2a,C1,Mechanical and Electrical Engineering Maintenance,C,"Maintenance of mechanical, electrical and plumbing systems, ensuring optimum performance and statutory obligations"
RM6378.2a.C2,RM6378.2a,C2,Ventilation and Air Conditioning Systems Maintenance,C,Maintenance of ventilation and air conditioning systems ensuring optimum performance and statutory obligations
RM6378.2a.C3,RM6378.2a,C3,Environmental Cleaning Service,C,Environmental cleaning service to ensure compliance with all statutory requirements
RM6378.2a.C4,RM6378.2a,C4,Fire Detection and Firefighting Systems Maintenance,C,Maintenance and testing of fire detection and firefighting systems
RM6378.2a.C5,RM6378.2a,C5,Lifts Maintenance,C,Maintenance of the lifts within the buyer premises
RM6378.2a.C6,RM6378.2a,C6,Hoists and Conveyance Systems Maintenance,C,Maintenance of the hoists and conveyance systems within the buyer premises
RM6378.2a.C7,RM6378.2a,C7,"Security, Access and Intruder Systems Maintenance",C,"Maintenance of security, access and intruder systems"
RM6378.2a.C8,RM6378.2a,C8,Internal and External Building Fabric Maintenance,C,"Maintenance of the internal and external building fabric, taking account of the asset registers, and planned maintenance schedules"
RM6378.2a.C9,RM6378.2a,C9,Reactive Maintenance Service,C,Provision of a professionally managed service for reactive repairs and maintenance
RM6378.2a.C10,RM6378.2a,C10,Planned / Group Re-Lamping Service,C,"Re-lamping service within the buyers premises, achieving the greatest possible reduction in replacement frequency and cost"
RM6378.2a.C11,RM6378.2a,C11,Automated Barrier Control System Maintenance,C,"Maintenance service for automated barriers, shutters, turn-styles, doors and electrified fencing"
RM6378.2a.C12,RM6378.2a,C12,Building Management System (BMS) Maintenance,C,Maintenance of the building management system to allow an efficient and effective building engineering service
RM6378.2a.C13,RM6378.2a,C13,Standby Power System Maintenance,C,Maintenance and operation of backup generators and uninterrupted power supply equipment
RM6378.2a.C14,RM6378.2a,C14,High Voltage (HV) and Switchgear Maintenance,C,Maintenance of high voltage (hv) and switchgear in accordance with manufacturers’ recommendations and statutory obligations
RM6378.2a.C15,RM6378.2a,C15,Catering Equipment Maintenance,C,Maintenance of catering equipment in accordance with manufacturers’ and installers’ recommendations and statutory obligations
RM6378.2a.C16,RM6378.2a,C16,Audio Visual (AV) Equipment Maintenance,C,Maintenance of any av equipment which is designed to display or take input from portable media or is computer driven
RM6378.2a.C17,RM6378.2a,C17,Television Cabling Maintenance,C,Maintenance of the existing cabling infrastructure which is designated for the transmission of television pictures
RM6378.2a.C18,RM6378.2a,C18,Mail Room Equipment Maintenance,C,"Operation and maintenance of mail room equipment, including franking machines, sorters, postal scales and x-ray scanners"
RM6378.2a.C19,RM6378.2a,C19,Office Machinery Servicing and Maintenance,C,"Office machinery servicing and maintenance, including photocopiers, fax machines, scanners and shredders"
RM6378.2a.C20,RM6378.2a,C20,Voice Announcement System Maintenance,C,Provision and maintenance of all voice announcement systems and equipment
RM6378.2a.C21,RM6378.2a,C21,Locksmith Services,C,Specialist locksmith service to repair or replace ironmongery
RM6378.2a.C22,RM6378.2a,C22,Specialist Maintenance Services,C,"Specialist inspection and maintenance services covering for example, airport facilities, docks, transport depots, sewerage plants and bunkers"
RM6378.2a.D1,RM6378.2a,D1,Asbestos Management,D,Ensuring buyer premises are statutory compliant with asbestos regulations. Managing asbestos register and surveys
RM6378.2a.D2,RM6378.2a,D2,Water Hygiene Maintenance,D,"Water hygiene maintenance services including statutory compliance, risk assessments, cleaning regime, inspection and monitoring"
RM6378.2a.D3,RM6378.2a,D3,Statutory Inspections,D,"Statutory inspections and certification, air monitoring, risk assessments, insurance inspections. Achieve and maintain statutory compliance"
RM6378.2a.D4,RM6378.2a,D4,Portable Appliance Testing (PAT),D,Portable appliance testing service for equipment on the buyers premises
RM6378.2a.D5,RM6378.2a,D5,"Miscellaneous Surveys , Audits and Testing Services",D,"Provision of surveys, audits and testing services"
RM6378.2a.D6,RM6378.2a,D6,Condition Surveys,D,"Professionally managed planned programme of condition surveys that covers all systems, assets and building fabric"
RM6378.2a.D7,RM6378.2a,D7,Electrical Testing,D,Electrical installation condition reports in accordance with current regulations
RM6378.2a.D8,RM6378.2a,D8,Fire Risk Assessments,D,Review of fire risk assessment and fire safety plans. Subsequent reviews to ensure compliance
RM6378.2a.D9,RM6378.2a,D9,Building Information Modelling (BIM) and Government Soft Landings (GSL),D,Delivery of strategic priorities related to the wider government policy in line with building information modelling (level 2) and government soft landings
RM6378.2a.D10,RM6378.2a,D10,Display Energy Certificates (DECs),D,"Auditing, issuing and displaying of DECs, and renewing of energy certificates"
RM6378.2a.D11,RM6378.2a,D11,Energy Performance Certificates (EPCs),D,"Auditing, issuing and displaying of EPCs, and renewing of EPC certificates"
RM6378.2a.D12,RM6378.2a,D12,Radon Gas Management Services,D,"Managing radon requirements, including radon surveys and radon risk assessments"
RM6378.2a.D13,RM6378.2a,D13,Permit to Work (PtW),D,Issuing and managing permits to work
RM6378.2a.H19,RM6378.2a,H19,Housing and Residential Accommodation Management,H,"Professionally managed housing and estates management service, for residential occupancy and potential occupancy by buyer staff"
RM6378.2a.H20,RM6378.2a,H20,Energy and Utilities Management Bureau Services,H,"Provide, operate and manage an Energy and Utilities Management Bureau"
RM6378.2a.M2,RM6378.2a,M2,Hard / Soft FM CAFM Requirements,M,"CAFM system and associated software required to deliver Hard/Soft FM services, aligned to asset requirements and SFG20"
RM6378.2a.N1,RM6378.2a,N1,Helpdesk Services,N,"Fully staffed, supervised helpdesk service for all FM related service requests and fault reporting"
RM6378.2b.C1,RM6378.2b,C1,Mechanical and Electrical Engineering Maintenance,C,"Maintenance of mechanical, electrical and plumbing systems, ensuring optimum performance and statutory obligations"
RM6378.2b.C2,RM6378.2b,C2,Ventilation and Air Conditioning Systems Maintenance,C,Maintenance of ventilation and air conditioning systems ensuring optimum performance and statutory obligations
RM6378.2b.C3,RM6378.2b,C3,Environmental Cleaning Service,C,Environmental cleaning service to ensure compliance with all statutory requirements
RM6378.2b.C4,RM6378.2b,C4,Fire Detection and Firefighting Systems Maintenance,C,Maintenance and testing of fire detection and firefighting systems
RM6378.2b.C5,RM6378.2b,C5,Lifts Maintenance,C,Maintenance of the lifts within the buyer premises
RM6378.2b.C6,RM6378.2b,C6,Hoists and Conveyance Systems Maintenance,C,Maintenance of the hoists and conveyance systems within the buyer premises
RM6378.2b.C7,RM6378.2b,C7,"Security, Access and Intruder Systems Maintenance",C,"Maintenance of security, access and intruder systems"
RM6378.2b.C8,RM6378.2b,C8,Internal and External Building Fabric Maintenance,C,"Maintenance of the internal and external building fabric, taking account of the asset registers, and planned maintenance schedules"
RM6378.2b.C9,RM6378.2b,C9,Reactive Maintenance Service,C,Provision of a professionally managed service for reactive repairs and maintenance
RM6378.2b.C10,RM6378.2b,C10,Planned / Group Re-Lamping Service,C,"Re-lamping service within the buyers premises, achieving the greatest possible reduction in replacement frequency and cost"
RM6378.2b.C11,RM6378.2b,C11,Automated Barrier Control System Maintenance,C,"Maintenance service for automated barriers, shutters, turn-styles, doors and electrified fencing"
RM6378.2b.C12,RM6378.2b,C12,Building Management System (BMS) Maintenance,C,Maintenance of the building management system to allow an efficient and effective building engineering service
RM6378.2b.C13,RM6378.2b,C13,Standby Power System Maintenance,C,Maintenance and operation of backup generators and uninterrupted power supply equipment
RM6378.2b.C14,RM6378.2b,C14,High Voltage (HV) and Switchgear Maintenance,C,Maintenance of high voltage (hv) and switchgear in accordance with manufacturers’ recommendations and statutory obligations
RM6378.2b.C15,RM6378.2b,C15,Catering Equipment Maintenance,C,Maintenance of catering equipment in accordance with manufacturers’ and installers’ recommendations and statutory obligations
RM6378.2b.C16,RM6378.2b,C16,Audio Visual (AV) Equipment Maintenance,C,Maintenance of any av equipment which is designed to display or take input from portable media or is computer driven
RM6378.2b.C17,RM6378.2b,C17,Television Cabling Maintenance,C,Maintenance of the existing cabling infrastructure which is designated for the transmission of television pictures
RM6378.2b.C18,RM6378.2b,C18,Mail Room Equipment Maintenance,C,"Operation and maintenance of mail room equipment, including franking machines, sorters, postal scales and x-ray scanners"
RM6378.2b.C19,RM6378.2b,C19,Office Machinery Servicing and Maintenance,C,"Office machinery servicing and maintenance, including photocopiers, fax machines, scanners and shredders"
RM6378.2b.C20,RM6378.2b,C20,Voice Announcement System Maintenance,C,Provision and maintenance of all voice announcement systems and equipment
RM6378.2b.C21,RM6378.2b,C21,Locksmith Services,C,Specialist locksmith service to repair or replace ironmongery
RM6378.2b.C22,RM6378.2b,C22,Specialist Maintenance Services,C,"Specialist inspection and maintenance services covering for example, airport facilities, docks, transport depots, sewerage plants and bunkers"
RM6378.2b.D1,RM6378.2b,D1,Asbestos Management,D,Ensuring buyer premises are statutory compliant with asbestos regulations. Managing asbestos register and surveys
RM6378.2b.D2,RM6378.2b,D2,Water Hygiene Maintenance,D,"Water hygiene maintenance services including statutory compliance, risk assessments, cleaning regime, inspection and monitoring"
RM6378.2b.D3,RM6378.2b,D3,Statutory Inspections,D,"Statutory inspections and certification, air monitoring, risk assessments, insurance inspections. Achieve and maintain statutory compliance"
RM6378.2b.D4,RM6378.2b,D4,Portable Appliance Testing (PAT),D,Portable appliance testing service for equipment on the buyers premises
RM6378.2b.D5,RM6378.2b,D5,"Miscellaneous Surveys , Audits and Testing Services",D,"Provision of surveys, audits and testing services"
RM6378.2b.D6,RM6378.2b,D6,Condition Surveys,D,"Professionally managed planned programme of condition surveys that covers all systems, assets and building fabric"
RM6378.2b.D7,RM6378.2b,D7,Electrical Testing,D,Electrical installation condition reports in accordance with current regulations
RM6378.2b.D8,RM6378.2b,D8,Fire Risk Assessments,D,Review of fire risk assessment and fire safety plans. Subsequent reviews to ensure compliance
RM6378.2b.D9,RM6378.2b,D9,Building Information Modelling (BIM) and Government Soft Landings (GSL),D,Delivery of strategic priorities related to the wider government policy in line with building information modelling (level 2) and government soft landings
RM6378.2b.D10,RM6378.2b,D10,Display Energy Certificates (DECs),D,"Auditing, issuing and displaying of DECs, and renewing of energy certificates"
RM6378.2b.D11,RM6378.2b,D11,Energy Performance Certificates (EPCs),D,"Auditing, issuing and displaying of EPCs, and renewing of EPC certificates"
RM6378.2b.D12,RM6378.2b,D12,Radon Gas Management Services,D,"Managing radon requirements, including radon surveys and radon risk assessments"
RM6378.2b.D13,RM6378.2b,D13,Permit to Work (PtW),D,Issuing and managing permits to work
RM6378.2b.H19,RM6378.2b,H19,Housing and Residential Accommodation Management,H,"Professionally managed housing and estates management service, for residential occupancy and potential occupancy by buyer staff"
RM6378.2b.H20,RM6378.2b,H20,Energy and Utilities Management Bureau Services,H,"Provide, operate and manage an Energy and Utilities Management Bureau"
RM6378.2b.M2,RM6378.2b,M2,Hard / Soft FM CAFM Requirements,M,"CAFM system and associated software required to deliver Hard/Soft FM services, aligned to asset requirements and SFG20"
RM6378.2b.N1,RM6378.2b,N1,Helpdesk Services,N,"Fully staffed, supervised helpdesk service for all FM related service requests and fault reporting"
RM6378.3a.E1,RM6378.3a,E1,Hard Landscaping Services,E,"Grounds maintenance services including planned and reactive maintenance, and hard landscaping maintenance"
RM6378.3a.E2,RM6378.3a,E2,Soft Landscaping Services,E,Professionally managed soft landscaping and maintenance service including horticultural services
RM6378.3a.E3,RM6378.3a,E3,Tree Surgery (Arboriculture),E,"Tree surgery service, including development and implementation of an arboriculture management plan, and ad hoc tree surgery"
RM6378.3a.E4,RM6378.3a,E4,Planned Snow and Ice Clearance,E,Professionally managed and scheduled snow and ice clearance service
RM6378.3a.E5,RM6378.3a,E5,Reactive Snow and Ice Clearance,E,"Reactive gritting, snow and ice clearance services as and when required at the buyer premises"
RM6378.3a.E6,RM6378.3a,E6,"Reservoirs, Ponds, River Walls and Water Features Maintenance",E,"Maintenance services and inspection reports for reservoirs, ponds, river walls and water features"
RM6378.3a.E7,RM6378.3a,E7,Internal Planting,E,Provision and maintenance of all indoor planting
RM6378.3a.E8,RM6378.3a,E8,Cut Flowers and Christmas Trees,E,Cut flowers and christmas tree service
RM6378.3a.F1,RM6378.3a,F1,Chilled Potable Water,F,"The provision, maintenance and sanitation of chilled potable water"
RM6378.3a.F2,RM6378.3a,F2,Kiosk,F,"Provision of a self-service retail outlet offering predominantly chilled food, beverages, confectionery and non-food items"
RM6378.3a.F3,RM6378.3a,F3,Deli / Coffee bar,F,Provision of a counter service offering with a mix of ready-made items and made to order choices
RM6378.3a.F4,RM6378.3a,F4,Events and Functions,F,Provision of on-demand catering service for events and functions as required
RM6378.3a.F5,RM6378.3a,F5,Full Service Restaurant,F,"A full service restaurant provision offering freshly prepared meals, snacks and beverages with seating areas"
RM6378.3a.F6,RM6378.3a,F6,Hospitality and Meetings,F,"An on-demand service providing working lunches, beverages, hot meals and buffets"
RM6378.3a.F7,RM6378.3a,F7,Outside Catering,F,Providing an on-demand outside catering service as required
RM6378.3a.F8,RM6378.3a,F8,Trolley Service,F,Provision of a trolley service offering a range of snacks and hot/cold beverages which follows a pre-determined route
RM6378.3a.F9,RM6378.3a,F9,Vending Services (Food and Beverages),F,"A vending service that will include hot and cold drinks, sweets and snacks, fresh fruit and pre-packed food items"
RM6378.3a.F10,RM6378.3a,F10,Residential Catering Services,F,"Catering services for full time residents within a buyers premises, examples include a full board food offering"
RM6378.3a.G1,RM6378.3a,G1,Routine Cleaning,G,"Professional cleaning services to defined standards, to ensure areas remain presentable and fit for their intended use"
RM6378.3a.G2,RM6378.3a,G2,Infection Prevention and Control / Touchpoint Cleaning,G,Planned and routine infection control cleaning services
RM6378.3a.G3,RM6378.3a,G3,Deep (Periodic) Cleaning,G,"Deep (periodic) cleaning service - programme management, deep clean service, coordination with onsite staff"
RM6378.3a.G4,RM6378.3a,G4,Window Cleaning (Internal),G,Internal window cleaning service to the required standard
RM6378.3a.G5,RM6378.3a,G5,Window Cleaning (External),G,External window cleaning service to the required standard
RM6378.3a.G6,RM6378.3a,G6,Cleaning of External Areas,G,"Ensuring that external building fabric, lighting, fixtures and fittings are maintained and clean"
RM6378.3a.G7,RM6378.3a,G7,Pest Control Services,G,"Planned and reactive pest control services, to keep the premises free from all types of rodents, birds and insects"
RM6378.3a.G8,RM6378.3a,G8,Cleaning of Integral Barrier Mats,G,Maintenance and cleaning of barrier matting
RM6378.3a.G9,RM6378.3a,G9,Reactive Cleaning (Outside Operational Working Hours),G,Managing and supplying reactive cleaning services
RM6378.3a.G10,RM6378.3a,G10,Additional Cleaning Services,G,"Cleaning services including but not limited to IT equipment cleaning, curtains and window blinds, medical clinical and laboratory cleaning, communications and equipment rooms, vehicle cleaning and specialist cleaning."
RM6378.3a.G11,RM6378.3a,G11,Housekeeping,G,Professionally managed housekeeping service for staff and visitors at the buyer premises
RM6378.3a.G12,RM6378.3a,G12,Standard Wash Linen and Laundry Services,G,"Collection, washing and return of linen and laundry items"
RM6378.3a.H1,RM6378.3a,H1,Mail Services,H,The management and operation of a mail room service
RM6378.3a.H2,RM6378.3a,H2,Internal Messenger Service,H,Provision of a messenger service at each buyer premises
RM6378.3a.H3,RM6378.3a,H3,Courier Booking and Distribution Services,H,"National and international courier services, distribution of goods between buyer premises or buyer nominated locations"
RM6378.3a.H4,RM6378.3a,H4,Repairperson Services,H,Adaptable and responsive repairs services to the buyers premise
RM6378.3a.H5,RM6378.3a,H5,Move and Space Management (Internal Moves),H,"Preparation for moves, managing moves and temporary furniture storage"
RM6378.3a.H6,RM6378.3a,H6,Porterage,H,Provision of a professionally managed flexible porterage service
RM6378.3a.H7,RM6378.3a,H7,Signage,H,"Responsibility for signage regarding health and safety regulations, means of escape, statutory / mandatory signage"
RM6378.3a.H8,RM6378.3a,H8,Archiving (On-Site),H,"A holistic document storage service, based on the buyer’s requirement and the on-site storage capacity"
RM6378.3a.H9,RM6378.3a,H9,Furniture Management,H,"Professional furniture management services for movement, storage and disposal of furniture"
RM6378.3a.H10,RM6378.3a,H10,Space Management,H,Space management services and office moves
RM6378.3a.H11,RM6378.3a,H11,Cable Management,H,"Cable management service including installation of additional data cabling, and moving floor boxes and grommets"
RM6378.3a.H12,RM6378.3a,H12,Reprographics Service,H,"A service for the bulk copying, finishing and binding of documents"
RM6378.3a.H13,RM6378.3a,H13,Stores and Goods Management Services,H,"Provision, management and operation of a storage and supply service within the buyer premises"
RM6378.3a.H14,RM6378.3a,H14,Portable Washroom Solutions,H,"Management and cleaning of latrines, and the supply of portable facilities"
RM6378.3a.H15,RM6378.3a,H15,Childcare Facility,H,Childcare nursery service for children aged between three months and an age suitable for first entry to school
RM6378.3a.H16,RM6378.3a,H16,Sports and Leisure Service,H,"Full management of the sports and leisure facilities including the booking of activity rooms, equipment and managing payment systems"
RM6378.3a.H17,RM6378.3a,H17,"Transport, Driver and Vehicle Service",H,"Including onsite and intersite transport services, vehicle inspection and maintenance services, valet services, breakdown services"
RM6378.3a.H18,RM6378.3a,H18,First Aid and Medical Service,H,First aid and medical services in line with health and safety executive guidance to visitors or staff who are injured whilst on the buyer premises
RM6378.3a.H19,RM6378.3a,H19,Housing and Residential Accommodation Management,H,"Professionally managed housing and estates management service, for residential occupancy and potential occupancy by buyer staff"
RM6378.3a.H21,RM6378.3a,H21,Additional Support Services,H,"Provision of additional support services, for example, clerical support, event management, switchboard services"
RM6378.3a.I1,RM6378.3a,I1,Reception Service,I,Provision of a professional reception service
RM6378.3a.I2,RM6378.3a,I2,Taxi Booking Service,I,Managing and co-ordinating a taxi booking service for the buyer
RM6378.3a.I3,RM6378.3a,I3,Car Park Management and Booking Service,I,Provision of a car park management service
RM6378.3a.I4,RM6378.3a,I4,Voice Announcement System Operation,I,"A service making broadcasts or announcements via the voice announcement system, as requested by the buyer"
RM6378.3a.I5,RM6378.3a,I5,Concierge Services,I,Provision of concierge services
RM6378.3a.J1,RM6378.3a,J1,On-Site / Mobile Classified Waste Shredding Services,J,Provision of an on-site/mobile classified waste shredding service in line with all UK Government disposal standards
RM6378.3a.J2,RM6378.3a,J2,Off-Site Classified Waste Shredding Services,J,Provision of an off-site classified waste shredding service in line with all UK Government disposal standards
RM6378.3a.J3,RM6378.3a,J3,General waste,J,"Collection, storage and removal of general waste from the buyers premise"
RM6378.3a.J4,RM6378.3a,J4,Recycled Waste and Waste for Re-use,J,Collection and removal of all recyclable waste and waste suitable for re-use from the buyers premise
RM6378.3a.J5,RM6378.3a,J5,Sanitary Waste,J,Disposal of sanitary waste and provision of suitable receptacles
RM6378.3a.J6,RM6378.3a,J6,Hazardous Waste,J,"Collection, transportation, treatment and disposal of hazardous waste"
RM6378.3a.J7,RM6378.3a,J7,Additional Waste Services,J,"Provision of additional waste services, including but not limited to , clinical waste, radioactive/radiological waste, specialist waste destruction services, Barcoding / Radio Frequency Identification (RFID) and Management of on-site bulk waste storage areas"
RM6378.3a.M1,RM6378.3a,M1,Soft FM CAFM Requirements,M,"CAFM system and associated software required to deliver Soft FM services, aligned to asset requirements and SFG20"
RM6378.3a.N1,RM6378.3a,N1,Helpdesk Services,N,"Fully staffed, supervised helpdesk service for all FM related service requests and fault reporting"
RM6378.3a.O1,RM6378.3a,O1,Security Officer Services,O,"Provision of a security officer services at the internal, external and/or locations specified by the buyer"
RM6378.3a.O2,RM6378.3a,O2,Video Surveillance Systems (VSS) and Alarm Monitoring,O,"Operating Video Surveillance Systems (VSS) on the buyers premises, monitoring activity, and providing evidence of footage where necessary"
RM6378.3a.O3,RM6378.3a,O3,Control of Access and Security Passes,O,"Managing the control of access and security passes, pass production, and managing a log of staff and visitors"
RM6378.3a.O4,RM6378.3a,O4,Control of Access - Vehicles,O,"Managing the control of access and security passes for vehicles, pass production, and vehicles logs"
RM6378.3a.O5,RM6378.3a,O5,Patrolling Services,O,"Provision of Internal and external security guarding patrols, and alarm responses"
RM6378.3a.O6,RM6378.3a,O6,Management of Visitors and Passes,O,"Managing, producing and issuing visitor passes"
RM6378.3a.O7,RM6378.3a,O7,Additional Security Officer Services,O,"Additional security services for specific sites with particular requirements, for example, court or prison security officers, transporting prisoners or detainees or Cash and valuables in transit"
RM6378.3a.O8,RM6378.3a,O8,Key Holding,O,A professional key holding service - custodian of building access keys and alarm system codes. Compliance with security industry authority
RM6378.3b.E1,RM6378.3b,E1,Hard Landscaping Services,E,"Grounds maintenance services including planned and reactive maintenance, and hard landscaping maintenance"
RM6378.3b.E2,RM6378.3b,E2,Soft Landscaping Services,E,Professionally managed soft landscaping and maintenance service including horticultural services
RM6378.3b.E3,RM6378.3b,E3,Tree Surgery (Arboriculture),E,"Tree surgery service, including development and implementation of an arboriculture management plan, and ad hoc tree surgery"
RM6378.3b.E4,RM6378.3b,E4,Planned Snow and Ice Clearance,E,Professionally managed and scheduled snow and ice clearance service
RM6378.3b.E5,RM6378.3b,E5,Reactive Snow and Ice Clearance,E,"Reactive gritting, snow and ice clearance services as and when required at the buyer premises"
RM6378.3b.E6,RM6378.3b,E6,"Reservoirs, Ponds, River Walls and Water Features Maintenance",E,"Maintenance services and inspection reports for reservoirs, ponds, river walls and water features"
RM6378.3b.E7,RM6378.3b,E7,Internal Planting,E,Provision and maintenance of all indoor planting
RM6378.3b.E8,RM6378.3b,E8,Cut Flowers and Christmas Trees,E,Cut flowers and christmas tree service
RM6378.3b.F1,RM6378.3b,F1,Chilled Potable Water,F,"The provision, maintenance and sanitation of chilled potable water"
RM6378.3b.F2,RM6378.3b,F2,Kiosk,F,"Provision of a self-service retail outlet offering predominantly chilled food, beverages, confectionery and non-food items"
RM6378.3b.F3,RM6378.3b,F3,Deli / Coffee bar,F,Provision of a counter service offering with a mix of ready-made items and made to order choices
RM6378.3b.F4,RM6378.3b,F4,Events and Functions,F,Provision of on-demand catering service for events and functions as required
RM6378.3b.F5,RM6378.3b,F5,Full Service Restaurant,F,"A full service restaurant provision offering freshly prepared meals, snacks and beverages with seating areas"
RM6378.3b.F6,RM6378.3b,F6,Hospitality and Meetings,F,"An on-demand service providing working lunches, beverages, hot meals and buffets"
RM6378.3b.F7,RM6378.3b,F7,Outside Catering,F,Providing an on-demand outside catering service as required
RM6378.3b.F8,RM6378.3b,F8,Trolley Service,F,Provision of a trolley service offering a range of snacks and hot/cold beverages which follows a pre-determined route
RM6378.3b.F9,RM6378.3b,F9,Vending Services (Food and Beverages),F,"A vending service that will include hot and cold drinks, sweets and snacks, fresh fruit and pre-packed food items"
RM6378.3b.F10,RM6378.3b,F10,Residential Catering Services,F,"Catering services for full time residents within a buyers premises, examples include a full board food offering"
RM6378.3b.G1,RM6378.3b,G1,Routine Cleaning,G,"Professional cleaning services to defined standards, to ensure areas remain presentable and fit for their intended use"
RM6378.3b.G2,RM6378.3b,G2,Infection Prevention and Control / Touchpoint Cleaning,G,Planned and routine infection control cleaning services
RM6378.3b.G3,RM6378.3b,G3,Deep (Periodic) Cleaning,G,"Deep (periodic) cleaning service - programme management, deep clean service, coordination with onsite staff"
RM6378.3b.G4,RM6378.3b,G4,Window Cleaning (Internal),G,Internal window cleaning service to the required standard
RM6378.3b.G5,RM6378.3b,G5,Window Cleaning (External),G,External window cleaning service to the required standard
RM6378.3b.G6,RM6378.3b,G6,Cleaning of External Areas,G,"Ensuring that external building fabric, lighting, fixtures and fittings are maintained and clean"
RM6378.3b.G7,RM6378.3b,G7,Pest Control Services,G,"Planned and reactive pest control services, to keep the premises free from all types of rodents, birds and insects"
RM6378.3b.G8,RM6378.3b,G8,Cleaning of Integral Barrier Mats,G,Maintenance and cleaning of barrier matting
